RunAtUTC,BucketID,Query,Status,ReturnedItems,Message
2026-04-20T04:59:28.309779+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-04-20T04:59:31.137236+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-04-20T04:59:33.349422+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-04-20T04:59:35.741573+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-04-20T04:59:38.154057+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-04-20T04:59:40.625684+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-04-21T04:48:22.213050+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-04-21T04:48:27.458780+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-04-21T04:48:31.525836+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-04-21T04:48:35.950245+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-04-21T04:48:40.016675+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-04-21T04:48:45.911649+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-04-21T04:48:49.699404+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-04-21T04:48:51.680364+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-04-21T04:48:55.064374+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-04-21T04:48:57.765392+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-04-21T04:48:59.984181+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-04-21T04:49:02.313669+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-04-21T04:49:04.500406+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-04-21T04:49:06.573319+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-04-21T04:49:08.794490+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-04-21T04:49:11.467366+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-04-21T04:49:14.023142+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-04-21T04:49:17.076500+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-04-21T04:49:22.929045+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-04-21T04:49:26.884524+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-04-21T04:49:30.778255+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-04-21T04:49:34.699140+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-04-21T04:49:37.575571+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-04-21T04:49:40.883801+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-04-21T04:49:43.678136+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-04-21T04:49:46.755664+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-04-21T04:49:50.940331+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-04-21T04:49:57.453424+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-04-21T04:50:04.591774+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-04-21T04:50:09.295316+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-04-21T04:50:14.193863+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-04-21T04:50:19.759917+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-04-21T04:50:24.848193+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-04-21T04:50:32.044268+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-04-21T04:50:38.065646+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-04-21T04:50:42.312578+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-04-21T04:50:46.383125+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-04-21T04:50:54.128343+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-04-21T04:51:00.177635+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-04-21T04:51:06.406486+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-04-21T04:51:11.323353+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-04-21T04:51:15.340574+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-04-21T04:51:18.763489+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-04-21T04:51:22.112558+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-04-21T04:51:25.201408+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-04-21T04:51:29.422948+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-04-21T04:51:33.135522+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-04-21T04:51:38.083885+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-04-21T04:51:42.331627+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-04-22T04:46:12.920028+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-04-22T04:46:19.052992+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-04-22T04:46:24.973345+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-04-22T04:46:29.628927+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-04-22T04:46:34.077468+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-04-22T04:46:39.359551+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-04-22T04:46:45.012509+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-04-22T04:46:51.228931+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-04-22T04:46:57.009727+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-04-22T04:47:01.111414+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-04-22T04:47:08.082256+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-04-22T04:47:19.338976+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-04-22T04:47:23.072090+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-04-22T04:47:33.117602+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-04-22T04:47:44.773511+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-04-22T04:47:51.725836+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-04-22T04:47:57.144536+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-04-22T04:48:03.063445+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-04-22T04:48:07.368893+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-04-22T04:48:11.357176+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-04-22T04:48:14.269195+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-04-22T04:48:18.593467+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-04-22T04:48:22.321172+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-04-22T04:48:25.540536+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-04-22T04:48:30.482238+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-04-22T04:48:34.029412+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-04-22T04:48:39.017072+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-04-22T04:48:44.305701+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-04-22T04:48:49.351850+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-04-22T04:48:56.167358+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-04-22T04:49:01.381916+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-04-22T04:49:05.494155+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-04-22T04:49:10.043259+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-04-22T04:49:13.841499+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-04-22T04:49:17.350216+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-04-22T04:49:22.982479+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-04-22T04:49:26.751706+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-04-22T04:49:30.436752+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-04-22T04:49:34.956654+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-04-22T04:49:38.942597+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-04-22T04:49:41.338616+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-04-22T04:49:45.417993+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-04-22T04:49:48.913929+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-04-22T04:49:52.016871+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-04-22T04:49:56.529682+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-04-22T04:50:02.807349+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-04-22T04:50:10.565849+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-04-22T04:50:19.160987+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-04-22T04:50:25.271078+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-04-23T04:50:11.664663+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-04-23T04:50:14.294963+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-04-23T04:50:17.061585+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-04-23T04:50:19.653128+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-04-23T04:50:22.108032+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-04-23T04:50:25.312316+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-04-23T04:50:28.667226+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-04-23T04:50:31.403613+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-04-23T04:50:34.953958+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-04-23T04:50:37.635382+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-04-23T04:50:41.473718+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-04-23T04:50:44.488668+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-04-23T04:50:47.420250+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-04-23T04:50:49.930705+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-04-23T04:50:53.245060+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-04-23T04:50:56.996532+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-04-23T04:51:00.545434+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-04-23T04:51:04.817710+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-04-23T04:51:08.194246+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-04-23T04:51:12.635760+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-04-23T04:51:17.240434+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-04-23T04:51:21.655862+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-04-23T04:51:24.672696+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-04-23T04:51:29.168374+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-04-23T04:51:33.378371+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-04-23T04:51:36.692106+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-04-23T04:51:41.054393+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-04-23T04:51:45.235002+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-04-23T04:51:49.401558+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-04-23T04:51:52.343751+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-04-23T04:51:55.611845+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-04-23T04:51:58.714307+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-04-23T04:52:03.141068+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-04-23T04:52:07.107316+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-04-23T04:52:10.383210+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-04-23T04:52:13.417256+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-04-23T04:52:16.582580+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-04-23T04:52:19.240602+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-04-23T04:52:21.955887+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-04-23T04:52:25.313579+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-04-23T04:52:27.847076+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-04-23T04:52:30.795699+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-04-23T04:52:34.296910+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-04-23T04:52:37.587081+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-04-23T04:52:40.820204+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-04-23T04:52:44.071458+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-04-23T04:52:47.087373+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-04-23T04:52:49.965286+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-04-23T04:52:53.281437+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-04-24T04:54:13.389413+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-04-24T04:54:16.187507+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-04-24T04:54:19.106376+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-04-24T04:54:22.340438+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-04-24T04:54:25.630946+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-04-24T04:54:29.184027+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-04-24T04:54:34.218503+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-04-24T04:54:37.381777+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-04-24T04:54:40.089422+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-04-24T04:54:43.435019+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-04-24T04:54:47.095444+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-04-24T04:54:51.930356+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-04-24T04:54:55.655340+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-04-24T04:54:58.521186+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-04-24T04:55:02.238601+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-04-24T04:55:06.587467+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-04-24T04:55:10.692583+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-04-24T04:55:14.124133+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-04-24T04:55:17.311089+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-04-24T04:55:20.383046+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-04-24T04:55:23.785532+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-04-24T04:55:26.836448+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-04-24T04:55:30.664885+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-04-24T04:55:34.026210+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-04-24T04:55:37.613912+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-04-24T04:55:42.768530+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-04-24T04:55:46.855455+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-04-24T04:55:51.856754+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-04-24T04:55:55.180132+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-04-24T04:55:59.439981+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-04-24T04:56:03.986482+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-04-24T04:56:07.269680+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-04-24T04:56:10.732064+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-04-24T04:56:14.304445+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-04-24T04:56:18.376608+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-04-24T04:56:21.956457+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-04-24T04:56:26.209169+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-04-24T04:56:28.927832+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-04-24T04:56:33.121705+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-04-24T04:56:36.587784+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-04-24T04:56:41.142197+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-04-24T04:56:45.272473+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-04-24T04:56:49.875884+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-04-24T04:56:53.012573+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-04-24T04:56:56.403384+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-04-24T04:56:59.721802+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-04-24T04:57:03.461771+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-04-24T04:57:06.495894+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-04-24T04:57:10.078644+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-04-25T04:35:56.115493+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-04-25T04:35:58.624956+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-04-25T04:36:01.388527+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-04-25T04:36:04.083960+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-04-25T04:36:06.371708+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-04-25T04:36:09.383910+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-04-25T04:36:11.887570+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-04-25T04:36:14.534055+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-04-25T04:36:17.116841+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-04-25T04:36:19.592433+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-04-25T04:36:22.621664+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-04-25T04:36:25.817471+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-04-25T04:36:28.660852+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-04-25T04:36:31.468106+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-04-25T04:36:34.536729+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-04-25T04:36:37.135587+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-04-25T04:36:39.878128+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-04-25T04:36:42.693709+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-04-25T04:36:45.300312+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-04-25T04:36:48.558396+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-04-25T04:36:51.710382+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-04-25T04:36:54.229449+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-04-25T04:36:56.706996+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-04-25T04:36:59.516537+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-04-25T04:37:02.104969+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-04-25T04:37:05.156173+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-04-25T04:37:07.962268+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-04-25T04:37:10.757873+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-04-25T04:37:13.694444+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-04-25T04:37:16.512026+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-04-25T04:37:19.229544+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-04-25T04:37:21.743851+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
